Code,Name,Purchase Price,Tax,Retail Price,Category Code
A420,Công tắc Pha cốt,0,0,80000,22
A421,Bóng hậu ( 1 quả),0,0,80000,25
A422,Công tắc Phanh tay,0,0,80000,27
A423,Công tắc Pha cốt,0,0,80000,27
A424,Công tắc Phanh tay,0,0,80000,28
A425,Công tắc Pha cốt,0,0,80000,28
A426,Công tắc Đèn,0,0,80000,28
A427,Công tắc Phanh tay,0,0,80000,29
A428,Bi banh   ,0,0,80000,30
A429,Bi banh   ,0,0,80000,31
A430,Công tắc Phanh tay,0,0,80000,32
A431,Công tắc Pha cốt,0,0,80000,32
A432,Công tắc Phanh tay,0,0,80000,34
A433,Bóng xin nhan,0,0,80000,34
A434,Công tắc Phanh tay,0,0,80000,35
A435,Công tắc Pha cốt,0,0,80000,35
A436,Công tắc Đèn,0,0,80000,35
A437,Bi banh   ,0,0,80000,36
A438,Công tắc Phanh tay,0,0,80000,37
A439,Công tắc Pha cốt,0,0,80000,37
A440,Đóng ca bi,0,0,80000,38
A441,Bi banh   ,0,0,80000,38
A442,Giảm giật bánh sau,0,0,85000,8
A443,Giảm giật bánh sau,0,0,85000,9
A444,Giảm giật bánh sau,0,0,85000,14
A445,Giảm giật bánh sau,0,0,85000,17
A446,Công tơ met,0,0,85000,22
A447,Giảm giật bánh sau,0,0,85000,30
A448,Giảm giật bánh sau,0,0,85000,31
A449,Giảm giật bánh sau,0,0,85000,36
A450,Má đĩa,0,0,85000,38
A451,Lọc gió,0,0,85000,38
A452,Chân vanĐồng,0,0,90000,1
A453,Chân vanĐồng,0,0,90000,2
A454,Chân vanĐồng,0,0,90000,10
A455,Chân vanĐồng,0,0,90000,15
A456,Chân vanĐồng,0,0,90000,18
A457,Thay cổ bô XS ngắn,0,0,90000,19
A458,Săm -16,0,0,90000,19
A459,Chân vanĐồng,0,0,90000,20
A460,Chân vanĐồng,0,0,90000,21
A461,Chân vanĐồng,0,0,90000,22
A462,Chân vanĐồng,0,0,90000,25
A463,Chân vanĐồng,0,0,90000,27
A464,Chân vanĐồng,0,0,90000,28
A465,Chân vanĐồng,0,0,90000,29
A466,Chân vanĐồng,0,0,90000,32
A467,Chân vanĐồng,0,0,90000,34
A468,Bóng hậu ( 1 quả),0,0,90000,34
A469,Chân vanĐồng,0,0,90000,35
A470,Chân vanĐồng,0,0,90000,37
A471,Má phanh đĩa ,0,0,95000,1
A472,Dây cong-to-met Thường,0,0,95000,1
A473,Dây cong-to-met Thường,0,0,95000,2
A474,Buzzi,0,0,95000,2
A475,Sâu công tơ mét,0,0,95000,4
A476,Sâu công tơ mét,0,0,95000,5
A477,Để chân sau,0,0,95000,5
A478,Dây cong-to-met Thường,0,0,95000,10
A479,Buzzi,0,0,95000,10
A480,Má đĩa,0,0,95000,12
A481,Má đĩa,0,0,95000,13
A482,Láng bát côn,0,0,95000,13
A483,Lọc gió,0,0,95000,14
A484,Má phanh đĩa ,0,0,95000,15
A485,Lọc gió,0,0,95000,17
A486,Dây cong-to-met Thường,0,0,95000,18
A487,Dây cong-to-met Thường,0,0,95000,20
A488,Buzzi,0,0,95000,20
A489,Dây cong-to-met Thường,0,0,95000,21
A490,Buzzi,0,0,95000,21
A491,Dây cong-to-met Thường,0,0,95000,22
A492,Buzzi,0,0,95000,22
A493,Dây cong-to-met Thường,0,0,95000,28
A494,Lọc gió,0,0,95000,30
A495,Lọc gió,0,0,95000,31
A496,Dây cong-to-met Thường,0,0,95000,32
A497,Buzzi,0,0,95000,32
A498,Má phanh đĩa ,0,0,95000,35
A499,Bi 300 ( đôi),0,0,110000,19
A500,Bi 201 ( đôi),0,0,110000,19
A501,Bi 200 (đôi),0,0,110000,19
A502,Bi  301 (đôi),0,0,110000,19
A503,Lọc gió,0,0,115000,1
A504,Lọc gió,0,0,115000,2
A505,Má phanh đĩa ,0,0,115000,3
A506,Lọc gió,0,0,115000,3
A507,Lọc gió,0,0,115000,8
A508,Lọc gió,0,0,115000,9
A509,Lọc gió,0,0,115000,10
A510,Lọc gió,0,0,115000,18
A511,Lọc gió,0,0,115000,20
A512,Lọc gió,0,0,115000,22
A513,Lọc gió,0,0,115000,28
A514,Lọc gió,0,0,115000,34
A515,Lọc gió,0,0,115000,35
A516,Sâu công tơ mét,0,0,115000,36
A517,Tay phanh cơ,0,0,120000,1
A518,Phớt trục lap,0,0,120000,1
A519,Công tắc Xin nhan,0,0,120000,1
A520,Công tắc Phanh đĩa,0,0,120000,1
A521,Buzzi,0,0,120000,1
A522, Rơ le xi nhan,0,0,120000,1
A523,Tay phanh đĩa,0,0,120000,2
A524,Tay phanh cơ,0,0,120000,2
A525,Phớt trục lap,0,0,120000,2
